,zarobki_min,zarobki_max,nazwa,miasto,zdalnie,zarobki_srednie
6941,7500.0,11000.0,Junior BI Developer,Warszawa,Nie,9250.0
6942,23500.0,33600.0,Senior Data Scientist,"Kraków, +18 locations",Tak,28550.0
6943,16500.0,22500.0,Senior Data Engineer (Data Science Hub),Warszawa,Nie,19500.0
6945,12500.0,17000.0,Data Engineer (Data Science Hub),"Poznań, +7 locations",Nie,14750.0
6946,17000.0,23000.0,Cloud Data Engineer,Warszawa,Tak,20000.0
6947,22000.0,35000.0,Senior/Principal Data Engineer,"Wrocław, +2 locations",Tak,28500.0
6948,16800.0,26880.0,Data Analyst,"Warszawa, +2 locations",Tak,21840.0
6950,20160.0,30240.0,MLOps Engineer,"Warszawa, +2 locations",Tak,25200.0
6951,,,Praktyki - Programista baz danych,Warszawa,Nie,
6952,14000.0,16000.0,Power BI developer / Data Engineer,"Gdynia, +2 locations",Tak,15000.0
6953,10000.0,18000.0,BI and Report Developer,"Kraków, +2 locations",Nie,14000.0
6954,25000.0,29000.0,Data Engineer,"Warszawa, +2 locations",Tak,27000.0
6955,6000.0,12000.0,Data Analyst,Warszawa,Tak,9000.0
6956,10000.0,20000.0,Database Engineer (Relational Databases),Warszawa,Nie,15000.0
6957,13200.0,16800.0,SQL Developer,Wrocław,Tak,15000.0
6959,16900.0,26400.0,Senior Data Engineer,"Gliwice, +2 locations",Tak,21650.0
6961,22000.0,25000.0,Solution Architect (Big Data),"Katowice, +4 locations",Tak,23500.0
6962,18400.0,28750.0,Senior Cloud Data Engineer,"Gliwice, +2 locations",Tak,23575.0
6964,15000.0,27500.0,NLP Engineer,Wrocław,Tak,21250.0
6965,15000.0,20000.0,Data Engineer,"Warszawa, +2 locations",Tak,17500.0
6966,8000.0,14000.0,WANNABE Data Engineer / REMOTE,"Warszawa, +2 locations",Tak,11000.0
6968,18400.0,28750.0,Senior Cloud Data Engineer,"Gliwice, +2 locations",Tak,23575.0
6970,15000.0,27500.0,NLP Engineer,Wrocław,Tak,21250.0
6971,15000.0,20000.0,Data Engineer,"Warszawa, +2 locations",Tak,17500.0
6972,8000.0,14000.0,WANNABE Data Engineer / REMOTE,"Warszawa, +2 locations",Tak,11000.0
6975,30000.0,45000.0,Senior Data Engineer (REMOTE),Warszawa,Tak,37500.0
6976,11610.0,23230.0,Data Migration Specialist,"Warszawa, +18 locations",Tak,17420.0
6977,28000.0,32000.0,Lead Data Engineer,Kraków,Nie,30000.0
6978,30240.0,35280.0,Data Science Solution Architect,Warszawa,Tak,32760.0
6981,16800.0,19320.0,Database Developer with .NET,Wrocław,Tak,18060.0
6983,7500.0,11000.0,Junior Big Data Developer,Warszawa,Nie,9250.0
6988,15000.0,19000.0,Data Engineer,Wrocław,Tak,17000.0
6990,18000.0,20000.0,Senior Developer,Warszawa,Nie,19000.0
6991,6000.0,10000.0,Junior R&D Engineer Computer Vision&AI,"Bielsko-Biała, +3 locations",Tak,8000.0
6992,23520.0,30240.0,Data Engineer (mid/senior),Warszawa,Tak,26880.0
6993,13200.0,20300.0,Data Management Lead,"Kraków, +2 locations",Tak,16750.0
6994,24000.0,36000.0,Software Development Engineer Forecast,Kraków,Nie,30000.0
6997,17000.0,23000.0,Senior Data Scientist,Warszawa,Tak,20000.0
6998,10680.0,18580.0,Machine Learning and Data Scientist,Niš,Tak,14630.0
7000,,,Dev/Ops Internship,Gdańsk,Nie,
7001,24000.0,30400.0,Data Architect,Wrocław,Tak,27200.0
7002,20000.0,24000.0,(Senior) ML Engineer/Python Developer,Wrocław,Tak,22000.0
7003,25000.0,34000.0,Senior Data Scientist,Warszawa,Tak,29500.0
7006,12500.0,17000.0,Big Data Engineer,"Warszawa, +4 locations",Nie,14750.0
7007,16500.0,22500.0,Senior Big Data Engineer,"Wrocław, +4 locations",Nie,19500.0
7009,18000.0,25000.0,Senior Power BI Developer,Warszawa,Tak,21500.0
7010,16500.0,22500.0,Senior Data Engineer ( Data Science Hub),"Warszawa, +8 locations",Nie,19500.0
7011,12500.0,17000.0,Mid Data Engineer ( Data Science Hub),"Warszawa, +8 locations",Nie,14750.0
7013,12000.0,17000.0,Data Scientist,Warszawa,Tak,14500.0
7015,25000.0,34000.0,Senior Data Engineer,Warszawa,Tak,29500.0
7016,18500.0,23500.0,MLOps / Data Science Engineer,Gdańsk,Nie,21000.0
7019,9290.0,16260.0,Mid Big Data Engineer,"Bratislava, +2 locations",Tak,12775.0
7020,12000.0,15000.0,Database Administrator,"Wrocław, +2 locations",Tak,13500.0
7022,10000.0,15000.0,Dynamics AX Consultant,"Warszawa, +2 locations",Tak,12500.0
7024,25200.0,26880.0,Power BI Developer (Power Apps),Warszawa,Tak,26040.0
7025,20000.0,25000.0,Data Science Lead,Kraków,Nie,22500.0
7026,10000.0,20000.0,Data Analyst,Wrocław,Nie,15000.0
7027,17000.0,26000.0,Senior Data Engineer,"Kraków, +2 locations",Tak,21500.0
7029,11000.0,21500.0,MS SQL Developer,Warszawa,Nie,16250.0
7030,7500.0,10000.0,Remote SQL Consultant,Kraków,Tak,8750.0
7032,16000.0,17600.0,Database Administrator (PostgreSQL),"Warszawa, +2 locations",Tak,16800.0
7034,21840.0,26880.0,Oracle Developer,Gdańsk,Tak,24360.0
7035,10000.0,20000.0,Mid/Senior Data Engineer,"Łódź, +2 locations",Nie,15000.0
7038,18000.0,24000.0,Senior Data Engineer,Wrocław,Tak,21000.0
7039,16000.0,21000.0,SAS Developer,Warszawa,Nie,18500.0
7040,8000.0,10000.0,Data Analyst with SQL,Warszawa,Tak,9000.0
7042,16000.0,25000.0,Big Data Engineer,Kraków,Tak,20500.0
7043,6000.0,9000.0,Junior BI/Data Engineer (Remote),"Gdańsk, +3 locations",Tak,7500.0
7044,12000.0,15000.0,ETL Developer,Warszawa,Tak,13500.0
7045,12100.0,18900.0,Data Engineer,"Gliwice, +2 locations",Tak,15500.0
7046,13500.0,21100.0,Cloud Data Engineer,"Gliwice, +2 locations",Tak,17300.0
7047,25200.0,26880.0,Azure Data Engineer,Wrocław,Tak,26040.0
7049,16800.0,23100.0,Programista Hurtowni Danych,Wrocław,Nie,19950.0
7051,12000.0,15000.0,ETL Developer,Warszawa,Tak,13500.0
7052,12100.0,18900.0,Data Engineer,"Gliwice, +2 locations",Tak,15500.0
7053,13500.0,21100.0,Cloud Data Engineer,"Gliwice, +2 locations",Tak,17300.0
7054,25200.0,26880.0,Azure Data Engineer,Wrocław,Tak,26040.0
7056,16800.0,23100.0,Programista Hurtowni Danych,Wrocław,Nie,19950.0
7058,13000.0,22000.0,Product Analyst (mid/senior),"Warszawa, +2 locations",Tak,17500.0
7060,25000.0,26500.0,Lead Data Engineer,"Warszawa, +2 locations",Tak,25750.0
7062,20000.0,25000.0,Data Engineer,"Warszawa, +2 locations",Tak,22500.0
7063,13000.0,22000.0,Data Analyst (mid/senior),"Warszawa, +2 locations",Tak,17500.0
7065,12000.0,23100.0,Data Engineer,Poznań,Nie,17550.0
7069,22000.0,30000.0,AI Engineer,"Wieliczka, +2 locations",Tak,26000.0
7070,24000.0,36000.0,Software Development Engineer III - Data (Fulfillment),Kraków,Nie,30000.0
7071,29000.0,43000.0,Software Development Manager - Data,Kraków,Nie,36000.0
7073,15000.0,16500.0,Cloud Engineer,"Madryt, +2 locations",Tak,15750.0
7074,12000.0,24000.0,Sr. Data Scientist,"Wrocław, +14 locations",Tak,18000.0
7075,14000.0,19500.0,PL/SQL Developer,Warszawa,Tak,16750.0
7076,20000.0,27000.0,Data Engineer (GCP/HADOOP),Warszawa,Tak,23500.0
7078,16000.0,26000.0,Azure Data Engineer,"Gdańsk, +1 location",Tak,21000.0
7079,20000.0,25000.0,Data Management Evangelist,Gdańsk,Tak,22500.0
7080,21960.0,24160.0,DWH Developer,Wrocław,Tak,23060.0
7081,16000.0,27000.0,Senior Azure Solution Designer & Developer,Warszawa,Nie,21500.0
7082,16000.0,27000.0,Cloud Solution/Data Engineer,Warszawa,Nie,21500.0
7083,20000.0,30000.0,Senior Data Engineer / Team Leader,"Warszawa, +2 locations",Tak,25000.0
7084,18500.0,21840.0,Database Implementation Consultant,Warszawa,Tak,20170.0
7085,16800.0,23520.0,Data Engineer,"Warszawa, +3 locations",Tak,20160.0
7086,20000.0,30000.0,PostgreSQL Database Developer,Wrocław,Tak,25000.0
7087,20000.0,30000.0,PostgreSQL/PostGIS Database Developer - Climate Technology,Warszawa,Tak,25000.0
7089,18000.0,24000.0,Mid Bi Developer,"Warszawa, +2 locations",Tak,21000.0
7090,28500.0,30200.0,Data Architect,Wrocław,Tak,29350.0
7091,20200.0,23600.0,Data Scientist,"Wrocław, +2 locations",Tak,21900.0
7092,9000.0,15000.0,"Digital Data Analyst, AI","Kraków, +2 locations",Tak,12000.0
7093,20200.0,27000.0,AWS Data Engineer,"Wrocław, +2 locations",Tak,23600.0
7095,18000.0,27000.0,Data Scientist / ML Engineer,"Wrocław, +2 locations",Nie,22500.0
7096,18000.0,23000.0,Senior IT Consultant,Warszawa,Nie,20500.0
7097,9000.0,13000.0,IT Coordinator,Częstochowa,Nie,11000.0
7100,11000.0,17000.0,Data Scientist,Wrocław,Tak,14000.0
7102,23520.0,28560.0,Data Engineer Mid/Senior,Wrocław,Tak,26040.0
7103,18000.0,25000.0,Senior Data Engineer,"Warszawa, +2 locations",Tak,21500.0
7105,18000.0,20000.0,BI Developer,Wrocław,Nie,19000.0
7107,3200.0,3500.0,Praktyki w Biurze Zarządzania Informacją,Warszawa,Nie,3350.0
7109,20000.0,30000.0,Senior Data Engineer,Warszawa,Tak,25000.0
7113,18000.0,21000.0,Lead Data Scientist,Warszawa,Tak,19500.0
7116,11190.0,15100.0,MySQL Senior Developer,"Szczecin, +2 locations",Tak,13145.0
7117,11190.0,15100.0,Sr Salesforce Marketing Cloud Developer,"Szczecin, +2 locations",Tak,13145.0
7119,14000.0,20000.0,ETL Developer (IPC),Warszawa,Tak,17000.0
7120,11250.0,15200.0,PostgreSQL/MySQL Developer,"Szczecin, +2 locations",Tak,13225.0
7121,15120.0,17640.0,ETL Database Developer,Wrocław,Tak,16380.0
7122,15870.0,20520.0,Data Analyst,"Southampton, +8 locations",Tak,18195.0
7131,20000.0,30000.0,Database Administrator (PostgreSQL),Warszawa,Tak,25000.0
7132,13000.0,25000.0,Data Engineer,Warszawa,Tak,19000.0
7135,20000.0,30000.0,Database Administrator (PostgreSQL),Warszawa,Tak,25000.0
7136,13000.0,25000.0,Data Engineer,Warszawa,Tak,19000.0
7138,28000.0,33000.0,Senior AI Engineer,Warszawa,Tak,30500.0
7140,18000.0,30000.0,Azure Data Engineer,Warszawa,Tak,24000.0
7142,11000.0,21500.0,Database Developer (AWS),Warszawa,Nie,16250.0
7143,12000.0,14000.0,Programista MS SQL,"Gdańsk, +1 location",Tak,13000.0
7145,8000.0,15000.0,IT Analyst/Consultant for Avaloq Apply,Kraków,Nie,11500.0
7146,18480.0,23520.0,ODI Developer (Data Warehousing),Wrocław,Tak,21000.0
7148,23000.0,26000.0,Senior Data Engineer,"Warszawa, +2 locations",Tak,24500.0
7150,22000.0,28500.0,Data Engineer,Wrocław,Tak,25250.0
7153,14000.0,18000.0,Data Engineer,Wrocław,Tak,16000.0
7154,10000.0,13000.0,Data Analyst,Poznań,Nie,11500.0
7156,19000.0,28000.0,Data Engineer,"Kraków, +2 locations",Tak,23500.0
7157,,,Internship Program - Data Science,"Kraków, +1 location",Nie,
7158,23520.0,26880.0,Senior Data Engineer,Wrocław,Tak,25200.0
7163,9000.0,14000.0,Data Consultant,Warszawa,Nie,11500.0
7164,12000.0,15000.0,Data Quality Engineer,"Katowice, +4 locations",Tak,13500.0
7165,15000.0,20000.0,Senior Data Scientist,"Katowice, +4 locations",Tak,17500.0
7166,20000.0,30000.0,Senior Database Engineer,Warszawa,Tak,25000.0
7167,15500.0,20000.0,Senior Big Data Developer,"Katowice, +4 locations",Tak,17750.0
7168,15500.0,19000.0,Senior Data Engineer,"Katowice, +4 locations",Tak,17250.0
7169,7000.0,9000.0,Junior Data Engineer (Java/Python),Warszawa,Tak,8000.0
7172,20000.0,28000.0,Data Scientist,"Warszawa, +2 locations",Tak,24000.0
7174,8500.0,12000.0,C# / .NET Developer,Warszawa,Tak,10250.0
7175,16000.0,26000.0,Data Engineer,"Kraków, +1 location",Nie,21000.0
7176,14000.0,26000.0,Data Scientist,Kraków,Nie,20000.0
7177,28990.0,54900.0,Blockchain Data Engineer,Boston,Tak,41945.0
7179,7000.0,9000.0,Specjalista ds. raportowania,Warszawa,Tak,8000.0
7180,5000.0,7000.0,Junior Bioinformatician,Kraków,Tak,6000.0
7181,3500.0,7000.0,Junior Marketing Data Engineer/Analityk,Warszawa,Tak,5250.0
7182,19000.0,25500.0,ETL Developer (Informatica),"Warszawa, +2 locations",Tak,22250.0
7184,47580.0,69540.0,Full Stack Engineer,Fully Remote,Tak,58560.0
7185,12000.0,20500.0,Senior Data Engineer,"Warszawa, +1 location",Nie,16250.0
7188,25200.0,28560.0,REMOTE Azure Data Engineer,Warszawa,Tak,26880.0
7193,5000.0,8500.0,ETL Developer,Wrocław,Tak,6750.0
7194,5000.0,8500.0,Junior BI Developer,Wrocław,Tak,6750.0
7195,22000.0,32000.0,Database Engineer,Warszawa,Tak,27000.0
7200,6000.0,12000.0,Data scientist,Gdynia,Tak,9000.0
7207,13000.0,16000.0,Junior ETL Developer,Warszawa,Nie,14500.0
7208,15000.0,30000.0,Elixir Back-End Engineer,Warszawa,Tak,22500.0
7209,4800.0,7200.0,Młodszy Specjalista ds. Wdrożeń IT,Warszawa,Nie,6000.0
7210,12000.0,16800.0,Automation Software Tester,"Gdańsk, +1 location",Tak,14400.0
7211,47580.0,65880.0,Frontend Engineer,Fully Remote,Tak,56730.0
7212,18000.0,25000.0,Senior Big Data Developer with Python,"Warszawa, +1 location",Tak,21500.0
7213,,,Data Scientist,New York,Tak,
7214,13000.0,25000.0,Big Data Developer,Warszawa,Nie,19000.0
7216,29280.0,51240.0,Timescale/PostgreSQL Engineer,San Francisco,Tak,40260.0
7217,19000.0,29000.0,Engineering Manager,Kraków,Tak,24000.0
7218,8400.0,9000.0,Java Backend/Full-stack Developer,Kraków,Tak,8700.0
7219,12500.0,25000.0,Middle/Senior Java Developer,Wrocław,Tak,18750.0
7220,25000.0,27000.0,IT System Engineer (Java),Kraków,Tak,26000.0
7221,12000.0,23000.0,Java Developer,Kraków,Nie,17500.0
7222,6000.0,8000.0,Junior Java Developer,Kraków,Nie,7000.0
7223,20000.0,29000.0,Java Developerzy,Warszawa,Tak,24500.0
7224,23500.0,26500.0,Senior Java Developer ( eCommerce ),"Warszawa, +14 locations",Tak,25000.0
7226,9500.0,17000.0,Java Developer,Wrocław,Nie,13250.0
7227,20000.0,27000.0,Senior SAP Hybris Developer,"Gdynia, +1 location",Tak,23500.0
7228,12000.0,14000.0,Mid Java Developer,Białystok,Tak,13000.0
7229,10000.0,19000.0,Java Developer,"Warszawa, +4 locations",Tak,14500.0
7231,16000.0,23000.0,Mid Java developer,"Wrocław, +2 locations",Tak,19500.0
7232,13000.0,19000.0,Remote Java Backend Developer,"Warszawa, +2 locations",Tak,16000.0
7233,3500.0,4400.0,Junior Java Developer,Gdynia,Nie,3950.0
7235,7560.0,9000.0,Junior Java Developer,Warszawa,Tak,8280.0
7237,22000.0,30000.0,Senior Java or Kotlin Engineer (REMOTE),"Warszawa, +2 locations",Tak,26000.0
7238,6800.0,11700.0,Junior Java Developer,"Kraków, +2 locations",Tak,9250.0
7239,14300.0,17600.0,Software Engineer with Java,Gdańsk,Tak,15950.0
7240,16000.0,26000.0,Senior Java Craftsman,"Białystok, +2 locations",Tak,21000.0
7243,17000.0,22000.0,Automation Tester with Java,Warszawa,Nie,19500.0
7244,17000.0,30000.0,Java Developer,Warszawa,Tak,23500.0
7246,7500.0,9000.0,Junior Software Engineer,Gdynia,Nie,8250.0
7247,19000.0,29400.0,"Java Developer (Cloud, IoT)","Wrocław, +2 locations",Nie,24200.0
7248,16000.0,21000.0,Software Engineer,Kraków,Nie,18500.0
7254,16000.0,25000.0,Software Developer,Warszawa,Tak,20500.0
7255,33920.0,36110.0,Java Developer,"London, +2 locations",Nie,35015.0
7257,13300.0,24000.0,Java SE Developer for Automotive,Łódź,Nie,18650.0
7261,28600.0,30500.0,Senior Java Developer,"Warszawa, +6 locations",Tak,29550.0
7262,30500.0,40500.0,Principal Engineer,"Warszawa, +3 locations",Tak,35500.0
7263,45000.0,55000.0,Fullstack Tech Lead (REMOTE),Warszawa,Tak,50000.0
7264,16000.0,24000.0,Java developer for security revolution,Gdańsk,Nie,20000.0
7265,11900.0,20000.0,Java Backend Developer (regular),"Warszawa, +3 locations",Tak,15950.0
7268,4500.0,7000.0,Junior Java Developer,Wrocław,Nie,5750.0
7269,18500.0,32500.0,Mid Back-End Developer,"Warszawa, +2 locations",Tak,25500.0
7270,19680.0,30240.0,Senior Fullstack Developer (Java + Angular),Poznań,Tak,24960.0
7271,29000.0,35000.0,Principal Software Engineer,"Kraków, +5 locations",Tak,32000.0
7272,4000.0,8000.0,Junior Java Developer,Warszawa,Nie,6000.0
7275,30000.0,33000.0,Team Lead (Java+JavaScript),Warszawa,Nie,31500.0
7276,12000.0,22000.0,Java Developer,Warszawa,Tak,17000.0
7277,25000.0,30000.0,Remote Sr/Staff Backend Engineer - Java,"Kraków, +2 locations",Tak,27500.0
7278,12000.0,14500.0,Java Developer,"Warszawa, +2 locations",Tak,13250.0
7279,24360.0,28560.0,Junior Java Technical Architect,Gdańsk,Tak,26460.0
7280,24000.0,28000.0,Java Full Stack Engineer (+Angular),Warszawa,Nie,26000.0
7281,25000.0,35000.0,Technical Lead,"London, +2 locations",Tak,30000.0
7282,18000.0,25000.0,Senior Java Developer,"Poznań, +1 location",Tak,21500.0
7283,,,Software Engineering Intern Summer 2022,Kraków,Nie,
7284,5000.0,9000.0,Junior Java Developer,Warszawa,Tak,7000.0
7285,21000.0,30000.0,Senior/Middle Java Developer,"London, +2 locations",Tak,25500.0
7286,19200.0,26000.0,Software Java Engineer,"Warszawa, +6 locations",Tak,22600.0
7291,15000.0,25000.0,Mid/Senior Java Developer,"Kraków, +2 locations",Tak,20000.0
7292,14280.0,19320.0,Remote Java Mid Backend Developer,Warszawa,Tak,16800.0
7293,,,Akademia JDevelopera Java (staż),Katowice,Tak,
7297,15000.0,25000.0,Mid/Senior Java Developer,"Kraków, +2 locations",Tak,20000.0
7298,14280.0,19320.0,Remote Java Mid Backend Developer,Warszawa,Tak,16800.0
7299,,,Akademia JDevelopera Java (staż),Katowice,Tak,
7302,13300.0,24000.0,Senior/Principal Android Engineer,Warszawa,Tak,18650.0
7303,8000.0,9000.0,Junior Java Developer,Warszawa,Nie,8500.0
7306,18800.0,26800.0,Senior Java Developer,"Kraków, +2 locations",Tak,22800.0
7307,8000.0,15000.0,Mid Guidewire Developer,Katowice,Nie,11500.0
7308,23000.0,26000.0,Senior Full Stack Developer,Kraków,Nie,24500.0
7310,16000.0,20000.0,Product Developer (Java),Warszawa,Nie,18000.0
7314,6000.0,9000.0,Junior Java Developer,Wrocław,Tak,7500.0
7315,11500.0,23000.0,Java Developer (Junior-Senior),"Wrocław, +2 locations",Tak,17250.0
7316,11300.0,15900.0,Java Developer,"Kraków, +2 locations",Tak,13600.0
7317,23000.0,33000.0,Java Engineer,"Warszawa, +2 locations",Tak,28000.0
7318,20000.0,26000.0,Senior Backend Developer,"Gdańsk, +2 locations",Tak,23000.0
7319,11000.0,18000.0,Backend Developer,Warszawa,Tak,14500.0
7320,16000.0,24000.0,Senior Software Engineer (Java),Gdańsk,Nie,20000.0
7321,11800.0,20400.0,Java Software Engineer/System Architect,"Gliwice, +3 locations",Nie,16100.0
7322,9000.0,16200.0,Java Software System Engineer,"Gliwice, +3 locations",Nie,12600.0
7323,7000.0,12500.0,Konsultant Enterprise Content Management,Warszawa,Nie,9750.0
7324,23500.0,28500.0,Senior Java Developer,"Warszawa, +18 locations",Tak,26000.0
7325,17000.0,21000.0,Senior Back End Engineer with AWS,"Wrocław, +2 locations",Tak,19000.0
7326,15370.0,24160.0,Backend Java Engineer,"Sunny Isles Beach, +2 locations",Tak,19765.0
7327,10980.0,19760.0,Java Software Engineer,"Sunny Isles Beach, +2 locations",Tak,15370.0
7328,14000.0,20000.0,Java Developer,"Warszawa, +5 locations",Tak,17000.0
7329,10000.0,20000.0,Java Backend Developer,"Łódź, +2 locations",Tak,15000.0
7330,18000.0,27000.0,Senior Java Developer,Poznań,Tak,22500.0
7331,11800.0,17900.0,Java Developer,"Warszawa, +8 locations",Nie,14850.0
7332,11800.0,17900.0,Fullstack Developer,"Warszawa, +8 locations",Nie,14850.0
7333,14000.0,25000.0,Fullstack Developer (Java + Angular),"Warszawa, +18 locations",Tak,19500.0
7334,7700.0,11800.0,Junior Java Developer,"Warszawa, +7 locations",Nie,9750.0
7335,16800.0,25200.0,Java Developer,Warszawa,Tak,21000.0
7336,18000.0,25000.0,Team Leader (Java/Kotlin),"Toruń, +8 locations",Nie,21500.0
7337,21000.0,28000.0,Algorithms Software Engineer,Kraków,Tak,24500.0
7338,8000.0,9000.0,Junior Fullstack Java Developer,Wrocław,Nie,8500.0
7339,8000.0,12000.0,Junior Java Engineer,Warszawa,Nie,10000.0
7340,19000.0,31000.0,Senior Java Developer,"Kraków, +2 locations",Tak,25000.0
7341,21840.0,26040.0,"Fullstack Developer (Java, Angular)",Wrocław,Tak,23940.0
7342,14300.0,28600.0,Senior Java Developer,Warszawa,Nie,21450.0
7343,13500.0,17000.0,Senior Backend Engineer,Bielsko-Biała,Nie,15250.0
7344,20000.0,30000.0,Java Developer | Spring & IBM WebSphere,Kraków,Tak,25000.0
7345,18500.0,25000.0,Software Engineer,"Warszawa, +2 locations",Tak,21750.0
7347,23520.0,26880.0,Java Developer (Backend or Fullstack),Warszawa,Tak,25200.0
7348,23520.0,26880.0,Fullstack Technical Leader,Warszawa,Tak,25200.0
7349,12000.0,20000.0,Senior Software Engineer (Java),"Gdańsk, +4 locations",Tak,16000.0
7350,17500.0,22400.0,Staff Engineer (Backend),Bielsko-Biała,Nie,19950.0
7351,7200.0,11500.0,Junior Backend Software Engineer,"Poznań, +1 location",Nie,9350.0
7352,23000.0,25000.0,Full-Stack Developer (Java+ JavaScript),"Wrocław, +2 locations",Tak,24000.0
7353,22000.0,29000.0,AEM Developer (Mid/Senior),"Poznań, +2 locations",Nie,25500.0
7354,19000.0,29000.0,Senior Java Developer,Kraków,Tak,24000.0
7355,21000.0,30000.0,Java Spring Developer (swoboda i spokój),Kraków,Tak,25500.0
7356,15210.0,25200.0,Java Developer,Katowice,Nie,20205.0
7358,23500.0,28500.0,Java Developer,"Warszawa, +2 locations",Tak,26000.0
7359,16893.0,26395.0,Senior Java Developer (pod projekt),"Gliwice, +2 locations",Tak,21644.0
7361,6000.0,9000.0,Junior Java Developer,Warszawa,Tak,7500.0
7362,16000.0,21000.0,Java Developer,"Wrocław, +4 locations",Tak,18500.0
7364,16500.0,27000.0,Big Data Engineer with Spark,Warszawa,Tak,21750.0
7365,12000.0,24000.0,Frontend Software Engineer (React.js),"Gdańsk, +2 locations",Tak,18000.0
7366,12000.0,18000.0,Java Full Stack Engineer,"Kraków, +2 locations",Tak,15000.0
7367,24000.0,31999.0,Engineering Manager,Poznań,Tak,27999.5
7369,,,Praktyki w zespole SDN - Java Developer,Warszawa,Tak,
7370,20000.0,24000.0,Technical Team Leader,Poznań,Tak,22000.0
7371,16000.0,28000.0,Senior Developer Backend,Katowice,Nie,22000.0
7372,17570.0,29870.0,Software Engineer (Java),"Kraków, +18 locations",Tak,23720.0
7373,15000.0,25000.0,Software Engineer,Kraków,Tak,20000.0
7374,23000.0,29000.0,Fullstack Java Developer,Warszawa,Tak,26000.0
7376,21000.0,26000.0,Senior Java Developer,"Warszawa, +2 locations",Tak,23500.0
7377,8000.0,16000.0,Java Developer [4 day work week],"Szczecin, +1 location",Tak,12000.0
7378,12770.0,16630.0,QA Team Lead,Porto,Tak,14700.0
7379,17570.0,29870.0,Software Engineer (Java),"Kraków, +18 locations",Tak,23720.0
