,zarobki_min,zarobki_max,nazwa,miasto,zdalnie,zarobki_srednie
6499,5000.0,9000.0,Junior .NET Developer,Warszawa,Nie,7000.0
6501,20160.0,28560.0,.NET Developer,"Warszawa, +2 locations",Tak,24360.0
6502,11000.0,19000.0,Programista .net,Gdańsk,Nie,15000.0
6504,20000.0,25000.0,Fullstack .NET Developer,Warszawa,Tak,22500.0
6505,17760.0,22080.0,Senior .NET Developer,Kraków,Tak,19920.0
6506,10000.0,20000.0,.Net Developer,Warszawa,Tak,15000.0
6508,10000.0,17000.0,.Net Developer,Białystok,Tak,13500.0
6509,15000.0,22000.0,Remote Senior .Net Developer,"Poznań, +2 locations",Tak,18500.0
6510,10000.0,15000.0,Mid .Net C#/ C++ Developer,"Kraków, +2 locations",Nie,12500.0
6511,26880.0,30240.0,.NET Developer with React (Part-time),Warszawa,Tak,28560.0
6512,7500.0,11000.0,Junior Software Engineer,Warszawa,Nie,9250.0
6513,5000.0,10000.0,Junior Full Stack Web Developer - CRM,"Tajęcina, +1 location",Tak,7500.0
6514,7000.0,9000.0,Junior .NET Developer,Warszawa,Tak,8000.0
6515,15960.0,23520.0,.NET Developer,Warszawa,Nie,19740.0
6517,16000.0,24000.0,.NET developer for security revolution,Gdańsk,Nie,20000.0
6518,17000.0,23800.0,Mid/Senior .NET Developer,Warszawa,Tak,20400.0
6519,15000.0,20000.0,Senior .Net Developer,Warszawa,Nie,17500.0
6520,17000.0,21000.0,.NET Developer,Warszawa,Tak,19000.0
6521,16800.0,21000.0,Mid Back-end Developer,Poznań,Tak,18900.0
6522,10000.0,15000.0,.NET Developer,"Warszawa, +1 location",Tak,12500.0
6523,5500.0,9000.0,Młodszy Programista C#/.NET,Wrocław,Nie,7250.0
6524,12000.0,24000.0,Mid/ Senior .Net Developer,"Wrocław, +1 location",Tak,18000.0
6525,4000.0,8000.0,Junior C# Developer,Warszawa,Nie,6000.0
6527,13000.0,20000.0,Senior Fullstack .Net Developer,Kraków,Nie,16500.0
6528,10000.0,16000.0,Regular .NET Developer,"Warszawa, +3 locations",Tak,13000.0
6529,15000.0,22000.0,.NET Developer,"Warszawa, +3 locations",Tak,18500.0
6531,13000.0,20000.0,Senior .Net Developer (Backend),Kraków,Nie,16500.0
6532,14000.0,21000.0,Senior .NET Developer,"Wrocław, +4 locations",Tak,17500.0
6533,8000.0,15000.0,MID .NET Developer,Katowice,Nie,11500.0
6534,8000.0,15000.0,.NET Software Architect/Technical Leader,Kraków,Nie,11500.0
6536,5000.0,6500.0,Junior C# Developer,Łódź,Nie,5750.0
6537,8000.0,15000.0,.NET Software Architects Lead,Katowice,Nie,11500.0
6538,8000.0,9000.0,Junior .Net Azure Developer,Warszawa,Nie,8500.0
6540,13000.0,21000.0,C# / .NET Developer,"Łódź, +2 locations",Tak,17000.0
6541,4500.0,9000.0,Junior .NET developer (fullstack),Poznań,Nie,6750.0
6542,13000.0,17000.0,Programista C# / ASP.NET,Wrocław,Tak,15000.0
6543,10000.0,17000.0,.NET Cloud Developer,Kraków,Nie,13500.0
6544,7700.0,11800.0,Junior C#/.NET Developer,"Warszawa, +8 locations",Nie,9750.0
6545,16000.0,25200.0,.NET Fullstack Developer,"Warszawa, +2 locations",Tak,20600.0
6546,11800.0,17900.0,C#/.NET Developer,"Warszawa, +8 locations",Nie,14850.0
6547,9600.0,16000.0,Software Engineer,"Warszawa, +2 locations",Tak,12800.0
6548,8000.0,16000.0,Junior FullStack Developer (.NET),Warszawa,Nie,12000.0
6549,18000.0,21000.0,Fullstack .Net Developer,Wrocław,Tak,19500.0
6550,16000.0,18000.0,Regular .Net Developer,Warszawa,Tak,17000.0
6551,14000.0,24000.0,Mid/Senior .Net Developer,Katowice,Tak,19000.0
6552,12600.0,20160.0,.NET Developer,"Warszawa, +5 locations",Tak,16380.0
6554,,,Praktyki - Programista .NET,Warszawa,Nie,
6556,14000.0,18000.0,Senior Fullstack  (.Net + Angular),"Białystok, +1 location",Tak,16000.0
6557,15000.0,19000.0,Mid/ Senior .NET Core developer,"Rzeplin, +18 locations",Tak,17000.0
6558,10000.0,19000.0,.NET Developer,Łódź,Tak,14500.0
6559,5000.0,9000.0,.Net Developer,Wrocław,Tak,7000.0
6560,23000.0,29000.0,.Net Technical Lead,Kraków,Tak,26000.0
6561,26000.0,33000.0,Solution Architect (.Net),Kraków,Tak,29500.0
6562,13600.0,25000.0,.NET Developer with Angular,Gdańsk,Tak,19300.0
6563,13600.0,25000.0,.NET Developer with React,Gdańsk,Tak,19300.0
6564,15000.0,19000.0,Mid/ Senior .NET Core developer,"Rzeplin, +18 locations",Tak,17000.0
6565,10000.0,19000.0,.NET Developer,Łódź,Tak,14500.0
6566,5000.0,9000.0,.Net Developer,Wrocław,Tak,7000.0
6567,23000.0,29000.0,.Net Technical Lead,Kraków,Tak,26000.0
6568,26000.0,33000.0,Solution Architect (.Net),Kraków,Tak,29500.0
6569,13600.0,25000.0,.NET Developer with Angular,Gdańsk,Tak,19300.0
6570,13600.0,25000.0,.NET Developer with React,Gdańsk,Tak,19300.0
6571,15000.0,21000.0,Senior .NET Software Engineer,Wrocław,Nie,18000.0
6574,10000.0,20000.0,.NET / .NET Core Developer,"Warszawa, +3 locations",Tak,15000.0
6577,17000.0,22000.0,Mid .NET Developer,Warszawa,Tak,19500.0
6578,10000.0,18000.0,Backend .NET Developer,"Warszawa, +2 locations",Tak,14000.0
6580,10000.0,18000.0,.Net Developer,"Łódź, +2 locations",Tak,14000.0
6583,11500.0,18500.0,Programista ASP.NET Core z React,"Wrocław, +1 location",Nie,15000.0
6585,14000.0,17000.0,"Senior Engineer, C# Angular","Kraków, +2 locations",Nie,15500.0
6586,14500.0,20500.0,Full-Stack Software Engineer,Kraków,Tak,17500.0
6587,8000.0,10000.0,Mid/Regular .NET Developer,"Warszawa, +1 location",Tak,9000.0
6588,4200.0,6000.0,Młodszy Programista .NET,"Warszawa, +2 locations",Tak,5100.0
6589,8000.0,15000.0,Senior .NET Developer,"Warszawa, +1 location",Tak,11500.0
6591,14000.0,20000.0,Remote .NET / Angular Developer,"Gdańsk, +2 locations",Tak,17000.0
6592,14000.0,23000.0,Programista - Analityk .Net / MS SQL,Warszawa,Nie,18500.0
6593,16000.0,23000.0,.NET Developer - Digital Banking,Warszawa,Nie,19500.0
6594,18000.0,22000.0,Senior Fullstack .NET Developer,"Kraków, +18 locations",Tak,20000.0
6595,16000.0,29000.0,Azure .NET Developer,"Wrocław, +2 locations",Tak,22500.0
6596,10800.0,19400.0,Senior .NET Software System Engineer,"Gliwice, +3 locations",Nie,15100.0
6597,16000.0,20000.0,Backend Engineer (.NET core / .NET 6),Kraków,Tak,18000.0
6598,15000.0,20000.0,Mid .Net Developer,Wrocław,Nie,17500.0
6599,20000.0,25000.0,Senior .Net Developer,Wrocław,Nie,22500.0
6600,17000.0,25000.0,Senior .Net Developer,Kraków,Tak,21000.0
6601,12500.0,17000.0,Software Engineer (.NET) - Allegro Pay,Warszawa,Nie,14750.0
6602,18000.0,26000.0,Team Leader (.NET)-Allegro Pay,"Poznań, +1 location",Nie,22000.0
6603,15370.0,21960.0,Data Warehouse Developer,Wrocław,Nie,18665.0
6604,8000.0,16000.0,Programista .NET (Mid),Warszawa,Tak,12000.0
6605,16940.0,20570.0,Senior Software Engineer .NET,"Kraków, +2 locations",Tak,18755.0
6606,13500.0,18500.0,Software Developer,Gdańsk,Nie,16000.0
6607,23500.0,30500.0,.NET Developer (Mid lub Senior),Kraków,Tak,27000.0
6608,6000.0,11000.0,Junior .NET Developer (Desktop),Łódź,Nie,8500.0
6609,23000.0,27000.0,FullStack .NET Developer - React,"Warszawa, +2 locations",Tak,25000.0
6610,8500.0,16000.0,.NET Developer (Desktop),Łódź,Nie,12250.0
6611,23520.0,26880.0,"Backend Developer (.net Core, AWS)",Warszawa,Tak,25200.0
6612,21840.0,25200.0,Senior .Net Developer,"Warszawa, +2 locations",Tak,23520.0
6614,24000.0,26000.0,Team Leader - .NET Developer,Wrocław,Nie,25000.0
6615,18000.0,24000.0,.Net Developer,Kraków,Tak,21000.0
6616,17000.0,21000.0,Fullstack Developer,Warszawa,Tak,19000.0
6617,16800.0,25200.0,.NET Developer,Warszawa,Tak,21000.0
6618,25000.0,30000.0,Senior .Net Developer,Wrocław,Nie,27500.0
6619,7500.0,11000.0,Junior .Net Developer,Warszawa,Nie,9250.0
6620,15000.0,23000.0,.Net Engineer,Warszawa,Nie,19000.0
6621,6000.0,10000.0,Junior .Net Developer,Gdańsk,Tak,8000.0
6622,26350.0,35140.0,.Net Solution Architect,Wrocław,Tak,30745.0
6623,21000.0,30000.0,Full Stack Engineer (C# + Javascript),"Warszawa, +2 locations",Tak,25500.0
6625,23000.0,27000.0,Remote DevOps Engineer,"Łódź, +2 locations",Tak,25000.0
6626,18000.0,23000.0,.Net Developer,Warszawa,Nie,20500.0
6628,12000.0,15000.0,C# Developer,Warszawa,Tak,13500.0
6629,30000.0,40000.0,"Senior Software Engineer (C#, REMOTE)",Warszawa,Tak,35000.0
6630,5000.0,8000.0,Backend Developer bez doświadczenia,Wrocław,Nie,6500.0
6633,18000.0,20000.0,Software Developer C# .Net SQL,Wrocław,Nie,19000.0
6635,5000.0,9000.0,Junior Software Developer,Katowice,Nie,7000.0
6636,17600.0,22400.0,Senior .NET Developer,Gliwice,Tak,20000.0
6637,22500.0,28500.0,Software Engineer (.Net) - mid/senior,Kraków,Nie,25500.0
6639,7000.0,14000.0,Fullstack Developer,"Łódź, +2 locations",Tak,10500.0
6640,9000.0,18000.0,Regular .NET Developer,Warszawa,Tak,13500.0
6643,20000.0,30000.0,C# Developer,"Zabrze, +2 locations",Tak,25000.0
6644,9000.0,15000.0,Software Implementation Consultant,Kraków,Nie,12000.0
6645,18000.0,24000.0,Senior .NET Fullstack Developer,Kraków,Tak,21000.0
6646,9000.0,18000.0,Regular .NET Developer,Warszawa,Tak,13500.0
6649,20000.0,30000.0,C# Developer,"Zabrze, +2 locations",Tak,25000.0
6650,9000.0,15000.0,Software Implementation Consultant,Kraków,Nie,12000.0
6651,18000.0,24000.0,Senior .NET Fullstack Developer,Kraków,Tak,21000.0
6652,23000.0,26000.0,Senior Fullstack .NET Developer (Remote),Warszawa,Tak,24500.0
6653,10000.0,19000.0,Senior SQL+ .NET Engineer,Kraków,Tak,14500.0
6654,12000.0,17000.0,.NET Fullstack Developer,Kraków,Tak,14500.0
6655,13000.0,20000.0,Web developer,"Kraków, +2 locations",Tak,16500.0
6656,7000.0,11000.0,.NET Developer,"Katowice, +1 location",Nie,9000.0
6657,13750.0,25300.0,C# Full Stack Developer,Gdańsk,Tak,19525.0
6659,15697.0,24526.0,Senior / Lead .NET Developer (React),"Gliwice, +2 locations",Tak,20111.5
6660,15697.0,24526.0,Senior .NET Developer (Fullstack),"Gliwice, +2 locations",Tak,20111.5
6661,14000.0,18000.0,Fullstack .NET Developer,Kraków,Tak,16000.0
6663,18000.0,25000.0,Senior Fullstack .NET Developer,"Kraków, +2 locations",Tak,21500.0
6664,13000.0,19000.0,.Net Core Developer,"Warszawa, +2 locations",Tak,16000.0
6665,11250.0,17578.0,Medium .NET Developer (Fullstack),Gliwice,Tak,14414.0
6666,5000.0,9000.0,Junior Fullstack .NET/React Developer,"Łódź, +1 location",Tak,7000.0
6667,18000.0,23000.0,Senior .NET Developer,"Kraków, +2 locations",Tak,20500.0
6668,12000.0,15000.0,Programista .NET,"Warszawa, +2 locations",Tak,13500.0
6669,18500.0,22500.0,Senior .NET Core Developer,"Wrocław, +2 locations",Tak,20500.0
6670,22000.0,27000.0,Software Engineering Lead,"Warsaw, +8 locations",Tak,24500.0
6671,13500.0,17500.0,Middle .NET Core Developer,"Wrocław, +2 locations",Tak,15500.0
6672,20000.0,25000.0,.NET Developer,Warszawa,Tak,22500.0
6673,25000.0,30000.0,.NET Principal Engineer / Tech Lead,Warszawa,Tak,27500.0
6675,17000.0,24000.0,C# Developer,"Katowice, +2 locations",Tak,20500.0
6676,14000.0,18000.0,Programista / Programistka .NET,Warszawa,Tak,16000.0
6679,23520.0,28560.0,.Net Developer,Warszawa,Tak,26040.0
6680,23000.0,26000.0,.NET Developer (with Russian),"Warszawa, +4 locations",Tak,24500.0
6681,16800.0,21000.0,.NET Developer (Mid / Senior),Wrocław,Tak,18900.0
6682,14000.0,23500.0,.Net Developer,Wrocław,Tak,18750.0
6685,11000.0,21000.0,.Net Engineer,"Kraków, +2 locations",Nie,16000.0
6686,18000.0,21000.0,Fullstack .NET Developer,Wrocław,Tak,19500.0
6688,13000.0,18000.0,.Net Developer,Warszawa,Nie,15500.0
6689,20000.0,23000.0,.NET Fullstack Developer,Gdańsk,Nie,21500.0
6690,22400.0,25600.0,Senior .Net Developer,Warszawa,Nie,24000.0
6691,10000.0,12000.0,Backend C# Developer,Warszawa,Nie,11000.0
6692,10000.0,15500.0,.Net Developer,Wrocław,Tak,12750.0
6693,7000.0,8200.0,Młodszy Programista C#/SQL,Poznań,Tak,7600.0
6694,10000.0,16800.0,Fullstack .NET Developer,Warszawa,Tak,13400.0
6695,16000.0,21000.0,Senior Fullstack .NET Developer,Warszawa,Tak,18500.0
6696,16800.0,25200.0,.NET Developer,Gliwice,Tak,21000.0
6699,18000.0,26000.0,.NET Developer,"Kraków, +2 locations",Tak,22000.0
6700,11760.0,18480.0,.NET Developer,"Warszawa, +3 locations",Tak,15120.0
6701,12000.0,20800.0,.NET Back-end Developer,"Warszawa, +1 location",Tak,16400.0
6702,16000.0,23500.0,Programista .NET / .NET Core,"Warszawa, +2 locations",Tak,19750.0
6703,14400.0,24000.0,Full Stack .NET Developer,Warszawa,Nie,19200.0
6705,15000.0,22000.0,Fullstack .NET Developer,"Wrocław, +1 location",Tak,18500.0
6706,21840.0,26880.0,Senior .NET Full-stack Developer,Warszawa,Tak,24360.0
6708,16000.0,24000.0,Fullstack .NET Developer / ReactJS,"Warszawa, +1 location",Tak,20000.0
6709,14400.0,24000.0,.NET Back-End Developer,Warszawa,Nie,19200.0
6710,11000.0,16000.0,Developer C# z ERP,Wrocław,Nie,13500.0
6711,9030.0,13230.0,Junior/Mid Fullstack Developer,"Gdańsk, +2 locations",Tak,11130.0
6713,9030.0,13230.0,Junior/Mid Fullstack Developer,"Gdańsk, +2 locations",Tak,11130.0
6714,19000.0,23000.0,Mid/Senior .Net Developer,"Warszawa, +2 locations",Tak,21000.0
6715,6000.0,7900.0,Junior Software Engineer,Wrocław,Nie,6950.0
6716,6000.0,8500.0,Junior .NET Developer,Poznań,Nie,7250.0
6717,11000.0,13000.0,C#/.Net Core Backend Developer (Remote),Gdańsk,Tak,12000.0
6720,14000.0,20000.0,C#/.NET Developer with Azure,Warszawa,Tak,17000.0
6721,16000.0,20000.0,.NET Software Developer,Kraków,Tak,18000.0
6722,15000.0,20000.0,Senior Developer .NET,"Wrocław, +2 locations",Tak,17500.0
6723,11760.0,18480.0,.Net Developer,Warszawa,Tak,15120.0
6726,7000.0,12000.0,Junior Fullstack Developer,Warszawa,Nie,9500.0
6729,11760.0,18480.0,.Net Developer,Warszawa,Tak,15120.0
6732,7000.0,12000.0,Junior Fullstack Developer,Warszawa,Nie,9500.0
6735,15000.0,23000.0,Automation QA (C#),Gdańsk,Nie,19000.0
6736,10000.0,14000.0,Mid Fullstack  (.Net + Angular),Warszawa,Tak,12000.0
6738,18000.0,23000.0,Senior .NET Developer,Gdańsk,Tak,20500.0
6739,23000.0,25000.0,.NET Developer,Warszawa,Tak,24000.0
6740,16000.0,26000.0,Software Engineer/ Sr. Software Engineer,Gdańsk,Tak,21000.0
6741,8000.0,14000.0,Web Developer ASP.NET C# & Angular,Kraków,Tak,11000.0
6742,6000.0,9000.0,Software Developer/ Programista .NET,Chorzów,Nie,7500.0
6743,17000.0,28000.0,Senior .Net Developer,Kraków,Tak,22500.0
6744,14000.0,23500.0,Back-End Developer,Wrocław,Tak,18750.0
6745,22000.0,25000.0,Fullstack Developer (.NET/Angular),Warszawa,Tak,23500.0
6746,17500.0,23000.0,.NET (AWS) Developer,Wrocław,Tak,20250.0
6747,18000.0,24300.0,Industrial IoT Software Eng. / Consulant,"Wrocław, +2 locations",Tak,21150.0
6748,7000.0,12000.0,.NET Developer,Warszawa,Tak,9500.0
6749,17000.0,20000.0,.NET Developer,Wrocław,Tak,18500.0
6750,14000.0,19000.0,C#/.Net Developer,Bydgoszcz,Nie,16500.0
6751,16800.0,25600.0,C# Software Developer,"Warszawa, +2 locations",Tak,21200.0
6752,16000.0,27000.0,Java Developer (Mid/Senior),"Kraków, +1 location",Tak,21500.0
6754,11000.0,16000.0,ASP.NET Developer,Warszawa,Tak,13500.0
6755,13000.0,21000.0,.Net Fullstack Developer,Gdańsk,Tak,17000.0
6756,13000.0,19000.0,Senior .NET Developer,Warszawa,Nie,16000.0
6757,9000.0,14000.0,.NET Developer,Warszawa,Nie,11500.0
6758,16000.0,27000.0,.NET Developer,"Katowice, +2 locations",Tak,21500.0
6762,13940.0,20900.0,Mid-Sr Full Stack .NET developer,Gdańsk,Nie,17420.0
6763,13000.0,17000.0,.NET Software Developer,Gdańsk,Tak,15000.0
6764,29750.0,32750.0,.NET Developer (AWS),"Warszawa, +2 locations",Tak,31250.0
6765,9000.0,16000.0,.NET Developer,"Białystok, +2 locations",Tak,12500.0
6767,10000.0,16000.0,Full stack developer,"Katowice, +1 location",Tak,13000.0
6768,10000.0,13000.0,Junior .Net/Java Developer,Warszawa,Tak,11500.0
6769,19760.0,25470.0,Middle .NET Engineer (with Angular or React),Kraków,Tak,22615.0
6770,10000.0,18000.0,Junior/Regular Backend Developer,"Warszawa, +2 locations",Tak,14000.0
6771,15000.0,20000.0,.NET Fullstack Developer (Angular),Warszawa,Tak,17500.0
6772,18000.0,25000.0,.Net Developer,"Wrocław, +1 location",Tak,21500.0
6773,16000.0,21000.0,.Net Developer,"Wrocław, +1 location",Tak,18500.0
6775,8000.0,15000.0,.NET Developer,Łódź,Nie,11500.0
6776,26010.0,29730.0,Mid Backend Developer .NET - Remote,"Warszawa, +2 locations",Tak,27870.0
6777,20000.0,27000.0,.Net/C# Developer with React,Warszawa,Tak,23500.0
6778,16000.0,24000.0,Full-stack (.NET + Angular) Developer,"Warszawa, +2 locations",Nie,20000.0
6779,16000.0,32000.0,Senior Full Stack Developer (.NET),Warszawa,Nie,24000.0
6780,12000.0,20000.0,Senior .Net Developer,"Wrocław, +2 locations",Tak,16000.0
6781,15000.0,21800.0,.NET Developer,"Wrocław, +2 locations",Tak,18400.0
6782,26350.0,43920.0,Senior/Staff Software Engineer,"Melbourne, +5 locations",Tak,35135.0
6783,5000.0,10000.0,C# .NET Developer,Warszawa,Tak,7500.0
6784,20000.0,27000.0,Senior .NET Developer,"Warszawa, +2 locations",Tak,23500.0
6785,12000.0,18000.0,.NET Developer,Warszawa,Tak,15000.0
6786,18000.0,24000.0,Senior .NET Developer - 100% remote,Warszawa,Tak,21000.0
6787,26000.0,31000.0,Senior FullStack .Net Developer,Warszawa,Tak,28500.0
6788,12000.0,18000.0,.NET Developer,"Poznań, +1 location",Tak,15000.0
6791,11500.0,20000.0,.NET Developer,"Katowice, +1 location",Nie,15750.0
6793,16000.0,26000.0,.Net Developer,"Warszawa, +1 location",Tak,21000.0
6794,11500.0,20000.0,Full-Stack .NET Developer,"Katowice, +1 location",Nie,15750.0
6795,4000.0,8000.0,Junior .Net Developer,Warszawa,Tak,6000.0
6796,5000.0,7000.0,C# .NET Junior Software Engineer,Katowice,Nie,6000.0
6798,15000.0,17000.0,C#/.Net Developer,Szczecin,Nie,16000.0
6799,6000.0,9500.0,Junior .NET Developer,"Bydgoszcz, +2 locations",Tak,7750.0
6800,21000.0,25000.0,Senior .Net Engineer,"Wrocław, +1 location",Tak,23000.0
6801,10500.0,15000.0,Backend .NET Developer,"Poznań, +2 locations",Tak,12750.0
6802,15000.0,23500.0,Senior .NET Developer,"Poznań, +2 locations",Tak,19250.0
6803,12000.0,22000.0,Fullstack .NET Developer,"Poznań, +2 locations",Tak,17000.0
6804,10500.0,19500.0,Software Commissioning Engineer (.NET),"Poznań, +2 locations",Tak,15000.0
6805,9000.0,15700.0,.NET Developer,"Warszawa, +3 locations",Tak,12350.0
6806,19000.0,23000.0,Full-Stack Developer (.NET + Angular),Gdańsk,Tak,21000.0
6807,6000.0,9000.0,Junior .NET Core Developer,"Gdańsk, +4 locations",Tak,7500.0
6809,17000.0,25000.0,Sharepoint Architect,"Wrocław, +2 locations",Tak,21000.0
6811,15000.0,23500.0,Senior .NET Developer,"Poznań, +2 locations",Tak,19250.0
6812,12000.0,22000.0,Fullstack .NET Developer,"Poznań, +2 locations",Tak,17000.0
6813,10500.0,19500.0,Software Commissioning Engineer (.NET),"Poznań, +2 locations",Tak,15000.0
6814,9000.0,15700.0,.NET Developer,"Warszawa, +3 locations",Tak,12350.0
6815,19000.0,23000.0,Full-Stack Developer (.NET + Angular),Gdańsk,Tak,21000.0
6816,6000.0,9000.0,Junior .NET Core Developer,"Gdańsk, +4 locations",Tak,7500.0
6818,17000.0,25000.0,Sharepoint Architect,"Wrocław, +2 locations",Tak,21000.0
6820,15000.0,22200.0,.NET Core Developer,Wrocław,Tak,18600.0
6821,12600.0,18800.0,.NET Developer,Gdańsk,Tak,15700.0
6822,7500.0,10000.0,Junior .NET Developer,Gdańsk,Nie,8750.0
6823,9000.0,18000.0,C# developer,Gdańsk,Nie,13500.0
6826,26880.0,31080.0,Senior .NET Developer (with AWS/Cloud),Warszawa,Tak,28980.0
6830,10000.0,16000.0,.NET Developer (B2B),Warszawa,Nie,13000.0
6831,7000.0,8000.0,Junior .NET Developer,Warszawa,Nie,7500.0
6832,14000.0,17600.0,"Mid Full-Stack Developer (C#, JS)",Poznań,Tak,15800.0
6833,11500.0,21500.0,C# .NET Developer,Wrocław,Tak,16500.0
6834,14000.0,20000.0,Mid .NET Developer,"Gliwice, +2 locations",Tak,17000.0
6835,21500.0,32000.0,Lead .NET Quant Engineer,Wrocław,Tak,26750.0
6836,11500.0,21500.0,Senior .Net Developer,Wrocław,Tak,16500.0
6838,12000.0,18000.0,.NET Developer,"Warszawa, +2 locations",Tak,15000.0
6840,4500.0,8500.0,Junior .NET Developer (backend),Poznań,Nie,6500.0
6841,4500.0,8500.0,Programista ASP.NET,Poznań,Nie,6500.0
6844,10000.0,14000.0,.NET Developer,Warszawa,Nie,12000.0
6845,17000.0,25000.0,Mid Remote Cloud Developer,"Poznań, +1 location",Tak,21000.0
6846,8500.0,12000.0,C# / .NET Developer,Warszawa,Tak,10250.0
6847,16000.0,19000.0,.NET developer,Katowice,Tak,17500.0
6849,15000.0,22200.0,.NET Developer (eCommerce),Wrocław,Tak,18600.0
6850,10000.0,17000.0,.NET Developer,"Bielsko-Biała, +2 locations",Tak,13500.0
6852,11200.0,22400.0,Mid/Senior .Net Developer,"Warszawa, +2 locations",Tak,16800.0
6853,12000.0,20000.0,Mid / Senior .NET Developer,Wrocław,Tak,16000.0
6854,10000.0,13500.0,Fullstack .NET Developer,Poznań,Nie,11750.0
6855,21840.0,25200.0,Full Stack .Net Developer (React),"Warszawa, +2 locations",Tak,23520.0
6857,17000.0,25000.0,C# Developer,"Wrocław, +2 locations",Tak,21000.0
6858,11000.0,13000.0,.Net Developer (WinForms/DevExpress),Gdańsk,Tak,12000.0
6859,,,.Net Developer Internship,Gdańsk,Nie,
6860,13000.0,20000.0,Remote Senior Backend Developer,Kraków,Tak,16500.0
6861,11000.0,15000.0,Remote Mid Backend Developer,Kraków,Tak,13000.0
6862,13500.0,20000.0,Backend .Net Developer,Gliwice,Tak,16750.0
6863,12500.0,22500.0,.NET Fullstack Developer,"Gliwice, +2 locations",Tak,17500.0
6864,12000.0,23000.0,Mid/Senior .NET Developer,Wrocław,Tak,17500.0
6865,9000.0,14000.0,Test Automation Engineer (C#),Katowice,Tak,11500.0
6867,9000.0,18000.0,.NET Developer,Gliwice,Nie,13500.0
6869,16000.0,29000.0,Senior/ Principal .NET Developer,"Gdańsk, +2 locations",Tak,22500.0
6870,12000.0,21000.0,.NET Developer,"Gdańsk, +2 locations",Tak,16500.0
6871,17000.0,22000.0,Web Scraping / .NET Developer | Airlines,"Katowice, +1 location",Tak,19500.0
6872,13650.0,18900.0,Sharepoint Developer,Warszawa,Nie,16275.0
6873,10000.0,15000.0,.Net Developer,Wrocław,Tak,12500.0
6874,38300.0,41030.0,.Net Full Stack Engineer (remote EU/UK),Berlin,Tak,39665.0
6875,9500.0,13250.0,.NET Developer,"Łódź, +1 location",Tak,11375.0
6876,14000.0,21000.0,.NET Developer,Warszawa,Nie,17500.0
6878,16500.0,23000.0,Senior .Net Developer,Wrocław,Nie,19750.0
6879,12600.0,18800.0,.NET Core Developer,"Gdańsk, +1 location",Tak,15700.0
6880,15120.0,25200.0,.NET Back-End Developer (Senior/Mid),Kraków,Tak,20160.0
6882,15120.0,25200.0,Full-Stack .NET Developer (Senior/Mid),Kraków,Tak,20160.0
6883,7200.0,9800.0,Junior Software Developer,Poznań,Nie,8500.0
6884,19200.0,28880.0,"Senior Software Engineer, .NET",Warszawa,Tak,24040.0
6887,13400.0,20300.0,.Net Developer,Kraków,Tak,16850.0
6889,2500.0,3200.0,Szkółka Data Management,Warszawa,Nie,2850.0
6891,6800.0,10800.0,Specjalista ds. Wdrożeń IT,Warszawa,Nie,8800.0
6893,15000.0,21000.0,Data Engineer,Warszawa,Nie,18000.0
6895,25000.0,32000.0,Azure Data Engineer,Warszawa,Nie,28500.0
6896,19000.0,30500.0,Mid/Senior Data Engineer,Wrocław,Tak,24750.0
6897,30240.0,33600.0,Senior Data Scientist,Warszawa,Tak,31920.0
6901,18000.0,25500.0,Senior Data Engineer,"Warszawa, +2 locations",Tak,21750.0
6902,7000.0,11000.0,Database support specialist,"Warszawa, +2 locations",Tak,9000.0
6903,10000.0,15000.0,Data Engineer (Python +AWS),"Warszawa, +2 locations",Tak,12500.0
6905,28560.0,33600.0,Senior Data Engineer,Warszawa,Nie,31080.0
6906,11000.0,17000.0,Data Engineer (Python + SQL),"Warszawa, +2 locations",Tak,14000.0
6907,13000.0,25000.0,"Database Engineer, MySQL Engineering",Warszawa,Tak,19000.0
6908,18500.0,21500.0,Lead Data Scientist - Computer Vision,Poland,Tak,20000.0
6909,16000.0,18500.0,Senior Data Scientist - Computer Vision,Poland,Tak,17250.0
6910,18000.0,26000.0,Data Engineer,Kraków,Tak,22000.0
6913,21000.0,27000.0,Senior Scala Big Data Engineer,"Gdańsk, +2 locations",Tak,24000.0
6915,9000.0,15000.0,Software Consultant - BIOVIA,Kraków,Nie,12000.0
6916,20160.0,28560.0,Data Engineer,"Poznań, +6 locations",Tak,24360.0
6917,12000.0,14500.0,Data Scientist - Time Series,Poland,Tak,13250.0
6918,18000.0,20000.0,Data Engineer,Warszawa,Nie,19000.0
6920,19000.0,24000.0,Senior Data Scientist,"Warszawa, +2 locations",Nie,21500.0
6923,35140.0,46120.0,Senior Data Engineer,"Warszawa, +2 locations",Tak,40630.0
6925,23520.0,25200.0,Data Engineer (Adobe Analytics),Warszawa,Tak,24360.0
6926,16000.0,24000.0,Senior Data Engineer,Gdańsk,Nie,20000.0
6928,29000.0,37000.0,Senior Data Scientist (A&PC),Warszawa,Tak,33000.0
6929,18480.0,28560.0,Senior Data Scientist,"Warszawa, +2 locations",Tak,23520.0
6932,14000.0,23000.0,BI Consultant/Engineer,Warszawa,Tak,18500.0
6933,8500.0,13500.0,Data Scientist z Computer Vision,Warszawa,Tak,11000.0
6937,12500.0,17000.0,Data Engineer - Allegro Pay,Warszawa,Nie,14750.0
6940,28000.0,36000.0,Senior Data Engineer-Remote in Poland,"Warsaw, +1 location",Tak,32000.0
