nazwa,miasto,zdalnie,zarobki_min,zarobki_max
Junior Software Engineer (React),Gliwice,Nie,Brak danych,Brak danych
Front-end Engineer,"Warszawa, +2 locations",Tak,22 000,28 000
Backend Engineer,"Warszawa, +2 locations",Tak,25 000,30 000
Senior Node.js / Typescript Developer,Łódź,Tak,18 000,25 000
Sr Node.js Back-End developer (Remote),Poznań,Tak,22 000,28 000
Senior React.js Developer,"Kraków, +2 locations",Tak,16 800,25 200
Full-stack Engineer,"Kraków, +1 location",Tak,14 000,27 500
Junior Frontend Developer,Rzeszów,Tak,5 000,6 000
Backend Developer,Londyn,Tak,25 620,36 600
Support Engineer,San Francisco,Tak,43 920,54 900
Mid Frontend Developer,"Warszawa, +1 location",Tak,10 000,16 000
Senior Vue.js Developer,Kraków,Tak,20 000,24 000
Regular/Senior React Native Developer,"Kraków, +1 location",Tak,12 600,25 000
Angular Developer,Warsaw,Tak,12 000,20 000
Senior Frontend Engineer (React),"Warszawa, +2 locations",Tak,20 000,25 000
Junior Typescript Engineer (przyuczymy),Warszawa,Tak,5 000,9 000
Senior React Developer in eCommerce,"Wrocław, +3 locations",Tak,19 000,30 000
Frontend Developer (Angular),Kraków,Nie,12 000,18 000
Programista JavaScript/React,"Lublin, +2 locations",Tak,Brak danych,Brak danych
Frontend Developer (Angular),Warszawa,Tak,13 200,19 800
Senior Frontend Developer,Poznań,Tak,17 000,24 000
Frontend Developer,Poznań,Tak,12 000,17 000
React Native Developer,"Wrocław, +1 location",Tak,10 000,16 000
Junior Angular Developer,Warszawa,Tak,5 000,10 000
Front-End Engineer,"Łódź, +4 locations",Nie,10 000,20 000
Senior Full Stack Engineer,Warszawa,Tak,22 000,30 000
Senior Angular Developer,Warszawa,Tak,21 000,28 000
Mid Angular Developer,Warszawa,Tak,10 000,18 000
Senior Software Engineer - Frontend,Kopenhaga,Tak,Brak danych,Brak danych
Senior Software Engineer - Backend,Kopenhaga,Tak,Brak danych,Brak danych
Typescript Senior Backend Engineer,London,Tak,Brak danych,Brak danych
Software Engineer (Full-Stack),New York,Tak,47 580,69 540
Mid/ Senior Frontend Engineer,Kraków,Tak,17 000,24 500
React.js Developer (Remote),Katowice,Tak,12 800,19 200
Backend Developer,Sopot,Tak,9 000,16 000
Node.js Developer,"Kraków, +5 locations",Tak,18 480,21 840
Frontend Developer,"Kraków, +5 locations",Tak,16 800,20 160
Full Stack Developer,"Warszawa, +3 locations",Tak,9 000,18 000
Junior Front End Developer,"Białystok, +1 location",Tak,6 000,12 000
Software Engineer,Zürich,Tak,37 670,43 340
Senior Full Stack Engineer,Redwood City,Tak,24 490,39 570
FRONTEND DEVELOPER,London,Tak,Brak danych,Brak danych
Frontend Developer JavaScript/Angular,"Wien, +2 locations",Tak,18 000,27 000
Mid / Senior Fullstack Developer,"Katowice, +1 location",Tak,18 000,24 000
Senior Backend Developer,"Warszawa, +2 locations",Tak,16 000,23 000
Remote Frontend Developer,"Katowice, +1 location",Tak,10 000,14 000
Full-Stack (Node.js/React) Developer,"Budapest, +2 locations",Tak,17 570,21 960
Programista full stack,Poznań,Nie,7 000,12 500
React Developer,Gliwice,Tak,13 440,20 160
Remote Angular Developer,"Warszawa, +2 locations",Tak,14 000,20 000
Frontend Developer,"Kraków, +2 locations",Tak,8 000,16 000
Remote Senior JavaScript Developer,Łódź,Tak,18 000,25 000
Remote React Developer,"Berlin, +2 locations",Tak,18 000,22 000
Senior React/Node Developer,Wrocław,Tak,20 000,25 000
UI Software Developer,Kraków,Tak,13 180,19 760
Remote Junior Frontend Developer,"Gdańsk, +3 locations",Tak,4 000,8 000
Junior Front-end Developer (Vue).,Wrocław,Nie,8 000,12 000
Middle/Senior Front-End Developer,"Kraków, +2 locations",Nie,18 000,25 000
Front-end Vue.JS Engineer,"Warszawa, +5 locations",Tak,12 000,22 000
Front-end Developer,"Kraków, +1 location",Tak,12 000,20 500
Senior Node.js Developer,"Kraków, +2 locations",Tak,21 800,26 800
Front-End React Developer,"Katowice, +1 location",Tak,19 000,26 000
Senior Fullstack Developer,"Wrocław, +1 location",Tak,25 000,30 000
JavaScript (React) Developer,"Budapest, +2 locations",Tak,18 450,21 960
Front End Architect,Gdańsk,Tak,14 500,16 500
Front-end Developer,"Kraków, +1 location",Tak,12 000,20 500
Senior Node.js Developer,"Kraków, +2 locations",Tak,21 800,26 800
Front-End React Developer,"Katowice, +1 location",Tak,19 000,26 000
Senior Fullstack Developer,"Wrocław, +1 location",Tak,25 000,30 000
JavaScript (React) Developer,"Budapest, +2 locations",Tak,18 450,21 960
Front End Architect,Gdańsk,Tak,14 500,16 500
Senior Fullstack Developer,"Kraków, +2 locations",Tak,21 800,28 500
Frontend Developer,Wrocław,Nie,21 000,26 880
Senior Frontend Engineer (React Native),Kraków,Tak,18 000,24 000
Frontend (Angular) Developer with German,Wrocław,Tak,15 120,23 520
Software Engineer (Frontend),Warszawa,Nie,10 300,16 400
Front-end Developer,Warszawa,Tak,10 000,16 000
Fullstack Blockchain Developer,Kraków,Nie,15 000,21 000
Node.js Developer [MedTech project],"Katowice, +1 location",Tak,18 000,24 000
Mid Fullstack Node.js Developer,Warszawa,Tak,9 000,15 000
Frontend Angular Developer,"Warszawa, +4 locations",Nie,Brak danych,Brak danych
Frontend Developer (React),"Wrocław, +1 location",Tak,12 000,16 000
Frontend Developer (React),"Warszawa, +4 locations",Tak,10 000,20 000
Mid/Senior Front-end Developer,Warszawa,Nie,14 000,26 000
Junior/ Mid JavaScript Developer,"Warszawa, +8 locations",Tak,8 000,16 000
Frontend Developer Internship,Gdańsk,Nie,,
Frontend Engineer,"Poznań, +2 locations",Tak,11 000,16 000
Backend Developer (Scala) (m/f/d),Berlin,Tak,Brak danych,Brak danych
Senior Frontend (React) Developer,Kraków,Tak,22 000,28 000
Frontend Developer,Wrocław,Tak,12 000,18 000
Senior Backend Engineer (Node.js),Paryż,Tak,Brak danych,Brak danych
Senior Frontend Developer (Angular),Warszawa,Tak,20 000,27 000
Senior Fullstack Engineer,Warszawa,Tak,Brak danych,Brak danych
Senior Frontend Developer (React),"Wrocław, +1 location",Tak,16 000,18 000
Full Stack Engineer - Games Solutions,Los Gatos,Tak,Brak danych,Brak danych
Regular Frontend Developer (React),Poznań,Tak,10 000,15 000
Junior React Developer,Gdynia,Nie,7 000,9 000
Frontend Engineer,Madrid,Tak,18 580,25 080
React Developer (REMOTE),"Wrocław, +2 locations",Tak,13 000,15 000
React Developer (REMOTE),"Warszawa, +2 locations",Tak,17 000,21 000
React Developer,"Białystok, +3 locations",Tak,15 000,20 000
React Expert,"Warszawa, +2 locations",Tak,20 000,30 000
Internship - React Native Developer,Warszawa,Nie,,
Remote Angular Developer,Katowice,Tak,12 000,22 000
Engineering Manager - (StreamYard),London,Tak,Brak danych,Brak danych
Senior Node.js backend dev (100% remote),"Wrocław, +2 locations",Tak,15 000,27 000
Vue.js Developer (Remote),"Gdańsk, +2 locations",Tak,12 000,14 000
NodeJS Developer,Paryż,Tak,23 230,30 190
Senior React.js Developer,Wrocław,Tak,15 120,25 200
Angular Developer,"Warszawa, +1 location",Nie,15 000,25 000
Vue.js Developer,Kraków,Tak,14 000,24 000
Mid JavaScript Developer,Gliwice,Tak,9 000,18 000
Junior Frontend Developer,Lublin,Nie,5 000,8 000
TypeScript Full-stack Developer,Kraków,Nie,19 000,31 000
React Developer,Wrocław,Nie,16 000,25 000
Frontend Developer (React),Warszawa,Tak,20 000,28 800
Staff Typescript Compiler,San Francisco,Tak,Brak danych,Brak danych
Front-End Developer,Łódź,Tak,19 970,22 760
Senior/Expert React Engineer,Warszawa,Tak,19 000,30 000
Junior Full Stack Developer (PHP + JS),Kraków,Tak,5 000,9 000
Senior Frontend Engineer,"Poznań, +2 locations",Tak,17 000,25 000
Senior React Native Developer,"Wrocław, +1 location",Tak,16 000,18 000
Middle/Senior Front-End Engineer,Warszawa,Tak,15 000,30 000
React Developer with Django,Gdańsk,Tak,16 000,21 000
Młodszy Programista Front-end,Warszawa,Nie,Brak danych,Brak danych
React Native Developer,Warszawa,Tak,Brak danych,Brak danych
Junior React Developer,Gdańsk,Nie,2 800,5 000
Senior Frontend Engineer(REMOTE),Atlanta,Tak,39 530,48 310
JavaScript Developer (Node.js/Fullstack),Kraków,Tak,15 000,25 000
Typescript Developer,Kraków,Tak,15 000,25 000
Web Developer (NodeJS + ReactJS),Kraków,Tak,21 960,30 750
Frontend Developer [4 day work week],"Szczecin, +1 location",Tak,7 500,15 000
Junior JavaScript developer,Wrocław,Nie,6 000,9 000
Remote Node.js Developer,"Kraków, +4 locations",Tak,12 000,18 600
Senior JavaScript Fullstack Developer,"Wrocław, +1 location",Tak,13 000,25 000
Senior React Developer,Warszawa,Tak,18 000,25 000
React Native Developer,Kraków,Tak,20 000,28 000
React Developer,Kraków,Nie,14 000,19 000
Senior Frontend Engineer,"Berlin, +5 locations",Tak,25 080,32 520
Senior software developer,Warszawa,Nie,13 500,18 700
JavaScript Developer with Vue.js,Wrocław,Tak,8 000,15 000
React/React Native Developer,Wrocław,Tak,8 000,15 000
JavaScript Developer with React,Wrocław,Tak,8 000,15 000
Senior React Native Developer,Wrocław,Tak,15 000,25 000
Backend Software Engineer,San Francisco,Tak,54 900,91 500
Mid/Senior React Developer,Wrocław,Nie,18 000,24 000
Front-End developer JS / Angular,"Warszawa, +1 location",Tak,,
Regular Frontend Developer (React),Poznań,Tak,10 000,15 000
Junior React Developer,Gdynia,Nie,7 000,9 000
Frontend Engineer,Madrid,Tak,18 580,25 080
React Developer (REMOTE),"Wrocław, +2 locations",Tak,13 000,15 000
React Developer (REMOTE),"Warszawa, +2 locations",Tak,17 000,21 000
React Developer,"Białystok, +3 locations",Tak,15 000,20 000
React Expert,"Warszawa, +2 locations",Tak,20 000,30 000
Internship - React Native Developer,Warszawa,Nie,,
Remote Angular Developer,Katowice,Tak,12 000,22 000
Engineering Manager - (StreamYard),London,Tak,Brak danych,Brak danych
Senior Node.js backend dev (100% remote),"Wrocław, +2 locations",Tak,15 000,27 000
Vue.js Developer (Remote),"Gdańsk, +2 locations",Tak,12 000,14 000
NodeJS Developer,Paryż,Tak,23 230,30 190
Senior React.js Developer,Wrocław,Tak,15 120,25 200
Angular Developer,"Warszawa, +1 location",Nie,15 000,25 000
Vue.js Developer,Kraków,Tak,14 000,24 000
Mid JavaScript Developer,Gliwice,Tak,9 000,18 000
Junior Frontend Developer,Lublin,Nie,5 000,8 000
TypeScript Full-stack Developer,Kraków,Nie,19 000,31 000
React Developer,Wrocław,Nie,16 000,25 000
Frontend Developer (React),Warszawa,Tak,20 000,28 800
Staff Typescript Compiler,San Francisco,Tak,Brak danych,Brak danych
Front-End Developer,Łódź,Tak,19 970,22 760
Senior/Expert React Engineer,Warszawa,Tak,19 000,30 000
Junior Full Stack Developer (PHP + JS),Kraków,Tak,5 000,9 000
Senior Frontend Engineer,"Poznań, +2 locations",Tak,17 000,25 000
Senior React Native Developer,"Wrocław, +1 location",Tak,16 000,18 000
Middle/Senior Front-End Engineer,Warszawa,Tak,15 000,30 000
React Developer with Django,Gdańsk,Tak,16 000,21 000
Młodszy Programista Front-end,Warszawa,Nie,Brak danych,Brak danych
React Native Developer,Warszawa,Tak,Brak danych,Brak danych
Junior React Developer,Gdańsk,Nie,2 800,5 000
Senior Frontend Engineer(REMOTE),Atlanta,Tak,39 530,48 310
JavaScript Developer (Node.js/Fullstack),Kraków,Tak,15 000,25 000
Typescript Developer,Kraków,Tak,15 000,25 000
Web Developer (NodeJS + ReactJS),Kraków,Tak,21 960,30 750
Frontend Developer [4 day work week],"Szczecin, +1 location",Tak,7 500,15 000
Junior JavaScript developer,Wrocław,Nie,6 000,9 000
Remote Node.js Developer,"Kraków, +4 locations",Tak,12 000,18 600
Senior JavaScript Fullstack Developer,"Wrocław, +1 location",Tak,13 000,25 000
Senior React Developer,Warszawa,Tak,18 000,25 000
React Native Developer,Kraków,Tak,20 000,28 000
React Developer,Kraków,Nie,14 000,19 000
Senior Frontend Engineer,"Berlin, +5 locations",Tak,25 080,32 520
Senior software developer,Warszawa,Nie,13 500,18 700
JavaScript Developer with Vue.js,Wrocław,Tak,8 000,15 000
React/React Native Developer,Wrocław,Tak,8 000,15 000
JavaScript Developer with React,Wrocław,Tak,8 000,15 000
Senior React Native Developer,Wrocław,Tak,15 000,25 000
Backend Software Engineer,San Francisco,Tak,54 900,91 500
Mid/Senior React Developer,Wrocław,Nie,18 000,24 000
Front-End developer JS / Angular,"Warszawa, +1 location",Tak,,
JavaScript Developer with Angular,Wrocław,Tak,8 000,15 000
Blockchain Engineer,New York,Tak,54 900,73 200
Senior Frontend Developer with Angular,Wrocław,Tak,15 000,25 000
Senior Frontend Developer with Vue.js,Wrocław,Tak,15 000,25 000
Senior Full Stack Developer,New York,Tak,45 680,53 150
Front-End developer at Luna (ironSource),Warszawa,Nie,Brak danych,Brak danych
Node.js Developer,Katowice,Nie,13 000,19 500
Full-Stack Engineer (Node.js) at Luna,Warszawa,Nie,13 180,26 350
Senior Full Stack JavaScript Engineer,Warszawa,Tak,20 160,26 880
Senior Software Engineer and Team Lead,Warszawa,Tak,24 000,33 600
Senior Software Engineer (Front End),Warszawa,Tak,19 200,28 880
Senior Fullstack Developer,Kraków,Nie,11 000,20 000
Regular Node.js Developer,Wrocław,Tak,8 000,15 000
Senior Node.js Developer,Wrocław,Tak,15 000,25 000
Product Engineer [Fully remote],Zug,Tak,13 000,15 500
Senior Node.js Developer,Kraków,Tak,17 000,31 000
Mid/Senior Full Stack Laravel Vue.js Dev,Kraków,Tak,11 000,22 000
Senior Frontend Developer with React,Wrocław,Tak,15 000,25 000
Mid/Senior Backend Developer (Node.js),Warszawa,Tak,16 000,30 000
Mid/Junior Front-end Developer,Warszawa,Tak,10 000,15 000
Mid Angular Front-End Developer,Poznań,Tak,12 000,15 000
Senior Software Engineer (Node.js),Kraków,Tak,24 900,32 000
Senior Front-end Developer,Warszawa,Tak,15 000,20 000
Programista gier JS - pol etatu,Wrocław,Nie,5 000,6 000
Mid Vue.js Frontend Developer,Gdynia,Tak,10 000,15 000
Junior JavaScript Developer,Gliwice,Nie,4 000,8 000
